title,rating,runtime,imdb_rating,meta_score,genre,release_year,description,director,stars,votes,gross,img_src,type
Last Christmas,PG-13,103,6.5,50,"Comedy, Drama, Fantasy",2019,"Kate is a young woman subscribed to bad decisions. Working as an elf in a year round Christmas store is not good for the wannabe singer. However, she meets Tom there. Her life takes a new turn. For Kate, it seems too good to be true.",Paul Feig,"Madison Ingoldsby, Emma Thompson, Boris Isakovic, Lucy Miller, ","81,368",$35.15M,"https://m.media-amazon.com/images/M/MV5BNTQ4ZmY0NjgtYzVhNy00NzhiLTk3YTYtNzM1MTdjM2VhZDA3XkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Miracle on 34th Street,Not Rated,96,7.9,88,"Comedy, Drama, Family",1947,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken.",George Seaton,"Edmund Gwenn, Maureen O'Hara, John Payne, Gene Lockhart, ","50,282",$2.65M,"https://m.media-amazon.com/images/M/MV5BNjRkOGEwYTUtY2E5Yy00ODg4LTk2ZWItY2IyMzUxOGVhMTM1XkEyXkFqcGdeQXVyNDk0MDg4NDk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
The Muppet Christmas Carol,G,85,7.7,64,"Comedy, Drama, Family",1992,The Muppets present their own touching rendition of Charles Dickens' classic tale.,Brian Henson,"Michael Caine, Dave Goelz, Steve Whitmire, Jerry Nelson, ","62,629",$27.28M,"https://m.media-amazon.com/images/M/MV5BN2Y0NWRkNWItZWEwNi00MDNlLWJmZDYtNTkwYzI5Nzg4MjVjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Four Christmases,PG-13,88,5.7,41,"Comedy, Drama, Romance",2008,A couple struggles to visit all four of their divorced parents on Christmas.,Seth Gordon,"Reese Witherspoon, Vince Vaughn, Mary Steenburgen, Robert Duvall, ","74,872",$120.15M,"https://m.media-amazon.com/images/M/MV5BMTQ2MjA0NDAwNF5BMl5BanBnXkFtZTcwOTU4MTM5MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Office Christmas Party,R,105,5.9,42,Comedy,2016,"When his uptight CEO sister threatens to shut down his branch, the branch manager throws an epic Christmas party in order to land a big client and save the day, but the party gets way out of hand...",Josh Gordon,"Will Speck, Jason Bateman, Olivia Munn, T.J. Miller, Jennifer Aniston, ","82,511",$54.77M,"https://m.media-amazon.com/images/M/MV5BYzgyZjE1MjUtYjFjZS00NzMzLWFmNWMtMDJjNGY0ZTgwYjc3XkEyXkFqcGdeQXVyMjQwMjk0NjI@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
Rudolph the Red-Nosed Reindeer,TV-G,47,8.1,,"Animation, Adventure, Comedy",1964,"Young reindeer Rudolph lives at the North Pole. His father is one of Santa's reindeer and it is expected that Rudolph will eventually be one too. However, he has a feature which is a setback and causes him to be ostracized: his red nose.",Larry Roemer,"Billie Mae Richards, Burl Ives, Larry D. Mann, Paul Soles, ","33,676",,"https://m.media-amazon.com/images/M/MV5BYjdjZjkyYjUtOWJiZC00ZTE2LTk4MDktZjliOTk5ZDk5ZTZhXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
Arthur Christmas,PG,97,7.1,69,"Animation, Adventure, Comedy",2011,Santa's clumsy son Arthur sets out on a mission with Grandsanta to give out a present they misplaced to a young girl in less than two hours.,Sarah Smith,"Barry Cook, James McAvoy, Jim Broadbent, Bill Nighy, Hugh Laurie, ","61,897",$46.46M,"https://m.media-amazon.com/images/M/MV5BNTczMjMwMTE2OV5BMl5BanBnXkFtZTcwNDU0NTAwNw@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Happiest Season,PG-13,102,6.6,69,"Comedy, Drama, Romance",2020,"A holiday romantic comedy that captures the range of emotions tied to wanting your family's acceptance, being true to yourself, and trying not to ruin Christmas by revealing a nasty secret.",Clea DuVall,"Kristen Stewart, Mackenzie Davis, Mary Steenburgen, Victor Garber, ","41,958",,"https://m.media-amazon.com/images/M/MV5BZDgyZDNiZGEtYmQ4NC00NzU5LTllODQtNjIwMGY2NDYyNGQwXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
A Christmas Carol,TV-PG,95,7.4,,"Drama, Fantasy",1999,An old bitter miser who makes excuses for his uncaring nature learns real compassion when three ghosts visit him on Christmas Eve.,David Hugh Jones,"Patrick Stewart, Richard E. Grant, Joel Grey, Ian McNeice, ","10,017",,"https://m.media-amazon.com/images/M/MV5BZTBmZTM1YzgtNWM1NC00ODAyLWJmMzktZDFhYmZlYzMyMGYyXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
Meet Me in St. Louis,Passed,113,7.5,94,"Comedy, Drama, Family",1944,Young love and childish fears highlight a year in the life of a turn-of-the-century family.,Vincente Minnelli,"Judy Garland, Margaret O'Brien, Mary Astor, Lucille Bremer, ","25,261",$7.57M,"https://m.media-amazon.com/images/M/MV5BMzkwNzE4MjEtZDcxNi00YmE5LWFmZmQtZGY1N2I2MDBkMmEzXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Christmas Carol,Passed,69,7.5,72,"Drama, Family, Fantasy",1938,An elderly miser learns the error of his ways on Christmas Eve.,Edwin L. Marin,"Reginald Owen, Gene Lockhart, Kathleen Lockhart, Terry Kilburn, ","7,999",,"https://m.media-amazon.com/images/M/MV5BNzNlOTVhY2YtNDJmMS00NDc5LWIxODEtOGVkYzg2NzE0MDJhXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
8-Bit Christmas,PG,97,6.7,66,"Comedy, Family",2021,"In 1980s Chicago, a 10-year-old sets out on a quest to get the Christmas gift of his generation: the latest and greatest video-game system.",Michael Dowse,"Winslow Fegley, Neil Patrick Harris, Steve Zahn, June Diane Raphael, ","18,418",,"https://m.media-amazon.com/images/M/MV5BNDFkMDMxN2MtOThlZi00OWExLWFlMGMtYzI3NjhhNzFlODkzXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Nativity!,PG,105,6.4,,"Comedy, Family",2009,An uptight but secretly heartbroken primary school teacher's little white lie about Hollywood coming to see his class' nativity play grows like wildfire in his rag-tag school low on self-esteem.,Debbie Isitt,"Martin Freeman, Marc Wootton, Jason Watkins, Ashley Jensen, ","11,402",,"https://m.media-amazon.com/images/M/MV5BNmFjNTIxNzMtYzRiMi00ZTY4LWI4ZTktZjM3ZDUwZDViNzZiXkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_UY209_CR4,0,140,209_AL_.jpg",Movie
Fatman,R,100,5.9,40,"Action, Adventure, Comedy",2020,"A rowdy, unorthodox Santa Claus is fighting to save his declining business. Meanwhile, Billy, a neglected and precocious 12 year old, hires a hit man to kill Santa after receiving a lump of coal in his stocking.",Eshom Nelms,"Ian Nelms, Mel Gibson, Walton Goggins, Marianne Jean-Baptiste, Chance Hurstfield, ","26,605",,"https://m.media-amazon.com/images/M/MV5BOGI3NDNmNmMtZTRmZC00YmU5LWJiNTktYjZkMzlhNzhlODU4XkEyXkFqcGdeQXVyNzg3NjQyOQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie
Scrooge,G,113,7.5,58,"Drama, Family, Fantasy",1970,"A musical retelling of Charles Dickens' classic novel about an old bitter miser taken on a journey of self-redemption, courtesy of several mysterious Christmas apparitions.",Ronald Neame,"Albert Finney, Alec Guinness, Edith Evans, Kenneth More, ","11,565",$3.70M,"https://m.media-amazon.com/images/M/MV5BMGFmYjgwZDctMzQ5OC00NmMwLTg2OGEtODUzZjU1MDQ4ZjliL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Home Sweet Home Alone,PG,93,3.6,35,"Comedy, Crime, Family",2021,A married couple tries to steal back a valuable heirloom from a troublesome kid.,Dan Mazer,"Ellie Kemper, Rob Delaney, Archie Yates, Aisling Bea, ","17,957",,"https://m.media-amazon.com/images/M/MV5BMDlkMzZiM2EtZDMxZC00ZWUwLTliMDMtMGMzMzE3NTEzMThiXkEyXkFqcGdeQXVyMTEzMTI1Mjk3._V1_UY209_CR13,0,140,209_AL_.jpg",Movie
Christmas in Connecticut,Not Rated,101,7.3,64,"Comedy, Romance",1945,A food writer who has lied about being the perfect housewife must try to cover her deception when her boss and a returning war hero invite themselves to her home for a traditional family Christmas.,Peter Godfrey,"Barbara Stanwyck, Dennis Morgan, Sydney Greenstreet, Reginald Gardiner, ","10,671",,"https://m.media-amazon.com/images/M/MV5BNTRmYzUyMjctMWM5ZS00NTExLTgzMjctN2MwZjA2OWJjMjIyXkEyXkFqcGdeQXVyNjc0MzMzNjA@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Shazam!,PG-13,132,7.0,71,"Action, Adventure, Comedy",2019,A newly fostered young boy in search of his mother instead finds unexpected super powers and soon gains a powerful enemy.,David F. Sandberg,"Zachary Levi, Mark Strong, Asher Angel, Jack Dylan Grazer, ","340,351",$140.37M,"https://m.media-amazon.com/images/M/MV5BOWZhZjE4NGQtODg5Ni00MjQ1LWJmMzAtNzQ2N2M1NzYzMDJkXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
The Year Without a Santa Claus,TV-G,51,7.7,,"Animation, Comedy, Family",1974,"When a weary and discouraged Santa Claus considers skipping his Christmas Eve run one year, Mrs. Claus and his elves set out to change his mind.",Jules Bass,"Arthur Rankin Jr., Shirley Booth, Mickey Rooney, Dick Shawn, George S. Irving, ","10,516",,"https://m.media-amazon.com/images/M/MV5BMTUxMTkyMzIzMV5BMl5BanBnXkFtZTYwMjcwNjA5._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
Holiday Inn,Passed,100,7.3,,"Comedy, Drama, Music",1942,"At an inn which is open only on holidays, a crooner and a hoofer vie for the affections of a beautiful up-and-coming performer.",Mark Sandrich,"Robert Allen, Bing Crosby, Fred Astaire, Marjorie Reynolds, Virginia Dale, ","15,992",$8.18M,"https://m.media-amazon.com/images/M/MV5BMTUyODU0OTUwMF5BMl5BanBnXkFtZTgwMTE4NTQzMjE@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Iron Man Three,PG-13,130,7.1,62,"Action, Adventure, Sci-Fi",2013,"When Tony Stark's world is torn apart by a formidable terrorist called the Mandarin, he starts an odyssey of rebuilding and retribution.",Shane Black,"Robert Downey Jr., Guy Pearce, Gwyneth Paltrow, Don Cheadle, ","851,590",$409.01M,"https://m.media-amazon.com/images/M/MV5BMjE5MzcyNjk1M15BMl5BanBnXkFtZTcwMjQ4MjcxOQ@@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
A Charlie Brown Christmas,TV-G,25,8.3,,"Animation, Comedy, Drama",1965,"Depressed at the commercialism he sees around him, Charlie Brown tries to find a deeper meaning to Christmas.",Bill Melendez,"Ann Altieri, Chris Doran, Sally Dryer, Bill Melendez, ","39,635",,"https://m.media-amazon.com/images/M/MV5BMzQ3M2JhNzMtNWQ2NS00N2IxLThmYTctMzkwYzJiMThiMjI4XkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Just Friends,PG-13,96,6.2,47,"Comedy, Romance",2005,"While visiting his hometown during Christmas, a man comes face-to-face with his old high school crush whom he was best friends with -- a woman whose rejection of him turned him into a ferocious womanizer.",Roger Kumble,"Ryan Reynolds, Amy Smart, Anna Faris, Chris Klein, ","120,277",$32.62M,"https://m.media-amazon.com/images/M/MV5BMjA0Mzg2NjUzMl5BMl5BanBnXkFtZTcwNDg2ODUzMQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
The Nutcracker and the Four Realms,PG,99,5.6,39,"Adventure, Family, Fantasy",2018,A young girl is transported into a magical world of gingerbread soldiers and an army of mice.,Lasse Hallström,"Joe Johnston, Mackenzie Foy, Keira Knightley, Morgan Freeman, Helen Mirren, ","34,568",$54.86M,"https://m.media-amazon.com/images/M/MV5BOTg1NDI1MjEyMl5BMl5BanBnXkFtZTgwOTA5MTgwNjM@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Surviving Christmas,PG-13,91,5.4,19,"Comedy, Romance",2004,"A lonely, obnoxious young millionaire pays a family to spend Christmas with him.",Mike Mitchell,"Ben Affleck, Christina Applegate, James Gandolfini, Catherine O'Hara, ","25,738",$11.66M,"https://m.media-amazon.com/images/M/MV5BMTcwMTI4MTY3Ml5BMl5BanBnXkFtZTcwOTUzMjcyMQ@@._V1_UY209_CR1,0,140,209_AL_.jpg",Movie
The Bishop's Wife,Not Rated,109,7.6,73,"Comedy, Drama, Fantasy",1947,A debonair angel comes to Earth to help an Episcopalian bishop and his wife in their quest to raise money for the new church.,Henry Koster,"Cary Grant, Loretta Young, David Niven, Monty Woolley, ","18,886",,"https://m.media-amazon.com/images/M/MV5BNjU4ZTEwY2UtMDg2OS00YTgxLTlkZTQtY2M1ZGM1YTc0NWFmXkEyXkFqcGdeQXVyMDI2NDg0NQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Going My Way,Passed,126,7.0,,"Comedy, Drama, Music",1944,"When young Father O'Malley arrives at St. Dominic's, old Father Fitzgibbon doesn't think much of the church's newest member.",Leo McCarey,"Bing Crosby, Barry Fitzgerald, Frank McHugh, James Brown, ","12,302",$16.30M,"https://m.media-amazon.com/images/M/MV5BODU3MDUzMzItNjk4Ni00ODQxLWI2NDUtNDIzMzc5YmYyMTYwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Prancer,G,103,6.4,,"Drama, Family, Fantasy",1989,"A farm girl nurses a wounded reindeer she believes is one of Santa's, hoping to bring it back to health in time for Christmas. Her holiday spirit inspires those around her, something her disheartened father is having trouble understanding.",John D. Hancock,"Sam Elliott, Cloris Leachman, Rutanya Alda, Abe Vigoda, ","5,809",$18.59M,"https://m.media-amazon.com/images/M/MV5BMjhlNDdhYWMtOTYxMi00MjU2LWJlZDctMDZkZTVmZmY1Mzk0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Home for Christmas,TV-MA,29,7.7,,"Comedy, Drama, Romance",2019,"When the constant comments on her single status and society's expectations of the perfect family Christmas finally get to 30-year-old Johanne, she starts a 24-day hunt for a partner to bring home for Christmas.",Ida Elise Broch,"Dennis Storhøi, Oddgeir Thune, Hege Schøyen, ","15,042",,"https://m.media-amazon.com/images/M/MV5BZDViY2UzMzktMTViMS00NjY3LWJkYzItYjYxMGMwNzBiNzExXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Jingle Jangle: A Christmas Journey,PG,122,6.4,69,"Family, Fantasy, Musical",2020,"An imaginary world comes to life in a holiday tale of an eccentric toymaker, his adventurous granddaughter, and a magical invention that has the power to change their lives forever.",David E. Talbert,"Forest Whitaker, Keegan-Michael Key, Hugh Bonneville, Anika Noni Rose, ","19,360",,"https://m.media-amazon.com/images/M/MV5BMjVhYjBlMzEtZGMyYS00ODNjLTljYjEtNTdlYjAyNmI1OTZjXkEyXkFqcGdeQXVyNjEwNTM2Mzc@._V1_UY209_CR13,0,140,209_AL_.jpg",Movie
The Shop Around the Corner,Not Rated,99,8.0,96,"Comedy, Drama, Romance",1940,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal.",Ernst Lubitsch,"Margaret Sullavan, James Stewart, Frank Morgan, Joseph Schildkraut, ","34,487",$0.20M,"https://m.media-amazon.com/images/M/MV5BZDMxYmIzNDgtYWY1ZS00YmYwLTlhMjYtZTViZTNkY2ExODdiXkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Bad Santa 2,R,92,5.6,38,"Comedy, Crime, Drama",2016,"Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",Mark Waters,"Billy Bob Thornton, Kathy Bates, Tony Cox, Christina Hendricks, ","26,573",$17.78M,"https://m.media-amazon.com/images/M/MV5BMjM2MjE5Mzc4OF5BMl5BanBnXkFtZTgwMjc3NjEyMDI@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
The Man Who Invented Christmas,PG,104,7.0,60,"Biography, Comedy, Drama",2017,"The journey that led to Charles Dickens' creation of ""A Christmas Carol,"" a timeless tale that would redefine Christmas.",Bharat Nalluri,"Dan Stevens, Mark Schrier, Patrick Joseph Byrnes, Miriam Margolyes, ","17,047",$5.68M,"https://m.media-amazon.com/images/M/MV5BZDRjZWZlNjAtYjM1ZS00ZjAyLWE4MmEtNWVmNzZiNTYzOThjXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Rise of the Guardians,PG,97,7.2,58,"Animation, Action, Adventure",2012,"When the evil spirit Pitch launches an assault on Earth, the Immortal Guardians team up to protect the innocence of children all around the world.",Peter Ramsey,"Hugh Jackman, Alec Baldwin, Isla Fisher, Chris Pine, ","177,938",$103.41M,"https://m.media-amazon.com/images/M/MV5BMTkzMjgwMDg1M15BMl5BanBnXkFtZTcwMTgzNTI1OA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Frosty the Snowman,TV-G,25,7.3,,"Animation, Short, Comedy",1969,A living snowman and a little girl struggle to elude a greedy magician who is after the snowman's magic hat.,Jules Bass,"Arthur Rankin Jr., Jackie Vernon, Billy De Wolfe, Jimmy Durante, Paul Frees, ","19,636",,"https://m.media-amazon.com/images/M/MV5BNTBiODU4ZWYtZDUzZi00MGRkLThjNWEtZGMyOWI4YWFhMjk4XkEyXkFqcGdeQXVyNjc5NjEzNA@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Merry Friggin' Christmas,PG-13,88,5.1,28,"Comedy, Drama",2014,"Boyd Mitchler and his family must spend Christmas with his estranged family of misfits. Upon realizing that he left all his son's gifts at home, he hits the road with his dad in an attempt to make the 8-hour round trip before sunrise.",Tristram Shapeero,"Joel McHale, Lauren Graham, Clark Duke, Oliver Platt, ","7,535",,"https://m.media-amazon.com/images/M/MV5BMTk1NDQ4MzE4Nl5BMl5BanBnXkFtZTgwNTU2NjY5MjE@._V1_UY209_CR2,0,140,209_AL_.jpg",Movie
Mr. Soft Touch,Approved,93,6.6,,"Crime, Drama, Romance",1949,"When he learns that a gangster has taken over his nightclub and murdered his partner, returning WW2 hero Joe Miracle steals the money from the club's safe and hides in a settlement home, while the mob is on his tail.",Gordon Douglas,"Henry Levin, Glenn Ford, Evelyn Keyes, John Ireland, Beulah Bondi, ","1,033",,"https://m.media-amazon.com/images/M/MV5BNmJhM2M2YmItMTkwOC00Yzg2LWEwYTEtOGExN2QxYTc3YmQxXkEyXkFqcGdeQXVyNDYzNTI2ODc@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
Little Women,PG,115,7.3,87,"Drama, Family, Romance",1994,The March sisters live and grow in post-Civil War America.,Gillian Armstrong,"Susan Sarandon, Winona Ryder, Kirsten Dunst, Claire Danes, ","59,841",$50.08M,"https://m.media-amazon.com/images/M/MV5BNzY2M2IzNWMtMWFkMS00ODk1LWI3NGYtNTBiYTc5MTA0Y2YzXkEyXkFqcGdeQXVyNDA5NTgxNjU@._V1_UY209_CR3,0,140,209_AL_.jpg",Movie
A Christmas Story 2,PG,85,3.5,,"Comedy, Family",2012,"Five years later, Ralphie has his eyes fixed on a car. But trouble is sure to follow.",Brian Levant,"Daniel Stern, Braeden Lemasters, Stacey Travis, Valin Shinyei, ","2,708",,"https://m.media-amazon.com/images/M/MV5BMTY1MzAxMTMzOF5BMl5BanBnXkFtZTcwNDg0OTg1OQ@@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
I'll Be Home for Christmas,PG,86,5.5,,"Comedy, Family",1998,"A college student faces an impossible journey when he is left stranded in the desert, thousands of miles from home, with no money and only a few days left until Christmas.",Arlene Sanford,"Jonathan Taylor Thomas, Jessica Biel, Adam LaVorgna, Gary Cole, ","11,102",$12.21M,"https://m.media-amazon.com/images/M/MV5BYWM4ZmY4MGYtYmE5Zi00OTUxLThkM2MtZjQ3NjlmMTU1ZTJjXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Serendipity,PG-13,90,6.8,52,"Comedy, Romance",2001,"A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together.",Peter Chelsom,"John Cusack, Kate Beckinsale, Jeremy Piven, Bridget Moynahan, ","114,888",$50.29M,"https://m.media-amazon.com/images/M/MV5BMzc3Yjg1MmUtODllMy00MmZkLTgyNDAtZDg0N2I4OWEzZTkxXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
Angel Falls Christmas,,84,5.1,,"Drama, Romance",2021,A devoted doctor with little time for the Christmas spirit is in desperate need of an intervention from the unlikeliest of places.,Jerry Ciccoritti,"Chad Michael Murray, Jessica Lowndes, David Reale, Samora Smallwood, ","2,958",,"https://m.media-amazon.com/images/M/MV5BNjRjODhmYjEtZWNhYi00NWEzLTkzOWQtZWNmNGU3NzkxMjNjXkEyXkFqcGdeQXVyNjMxMDE4Mjc@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
The Apartment,Approved,125,8.3,94,"Comedy, Drama, Romance",1960,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.",Billy Wilder,"Jack Lemmon, Shirley MacLaine, Fred MacMurray, Ray Walston, ","182,900",$18.60M,"https://m.media-amazon.com/images/M/MV5BNzkwODFjNzItMmMwNi00MTU5LWE2MzktM2M4ZDczZGM1MmViXkEyXkFqcGdeQXVyNDY2MTk1ODk@._V1_UX140_CR0,0,140,209_AL_.jpg",Movie
A Christmas Miracle for Daisy,,85,6.0,,Romance,2021,"Whitney (Wagner) owns Marietta Designs, an interior-design firm which she runs with her friend Andi (Tegan Moss). She's designing Santa's float for the town's annual Christmas parade when a...                See full summary »",Mike Rohl,"Jill Wagner, Nick Bateman, Tegan Moss, Joe Costa, ","1,918",,"https://m.media-amazon.com/images/M/MV5BY2Q1MjgwY2EtNTM0Yi00ODJhLWEzZjItZjkzMDUxMWNmOGRhXkEyXkFqcGdeQXVyMjIzOTA2NDk@._V1_UY209_CR8,0,140,209_AL_.jpg",Movie
This Christmas,PG-13,117,6.3,63,"Comedy, Drama, Romance",2007,A Christmastime drama centered around the Whitfield family's first holiday together in four years.,Preston A. Whitmore II,"Regina King, Columbus Short, Delroy Lindo, Idris Elba, ","9,800",$49.12M,"https://m.media-amazon.com/images/M/MV5BMjE0NDY5Mzk2OF5BMl5BanBnXkFtZTYwNzI3MDM4._V1_UY209_CR0,0,140,209_AL_.jpg",Movie
